no;nama;kbli;latitude;longitude;alamat;prov_nama;prov_id;kako_nama;kako_id;kategori_kbli;kategori_nama;golongan_kbli;golongan_nama
758;PR Agus Faisal;13921;0,3744389;109,9372921;jl.Raya Ngabang-Pontianak km.3, Amboyo Inti, Ngabang, Kabupaten Landak, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN LANDAK;6103;C;Industri Pengolahan;13;Industri tekstil
759;PR Agustina Pattianakotta;13921;-3,7042479;128,1708364;Wainitu, Wainitu, Nusaniwe, Kota Ambon, Maluku;MALUKU;81;KOTA AMBON;8171;C;Industri Pengolahan;13;Industri tekstil
760;PR Adeta Sehap;13924;5,5435817;95,3256807;Jl.Angsa no.28 kmp.ateuk deah tanoh kec.baiturrahman, Ateuk Deah Tanoh, Baiturrahman, Kota Banda Aceh, Nangroe Aceh Darussalam;ACEH;11;KOTA BANDA ACEH;1171;C;Industri Pengolahan;13;Industri tekstil
761;PR Agustina Neilla Putri;13924;-7,86885;110,247133;Karang 005/003, Tuksono, Sentolo, Kulon Progo, Tuksono, Sentolo, Kabupaten Kulon Progo, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN KULON PROGO;3401;C;Industri Pengolahan;13;Industri tekstil
762;PT Acitya Adikara Mandiri;13929;-7,6908252;110,418824;Jalan Kaliurang KM 14.5, Gg. Melati, Rt 01/Rw 15, Ngelempong, Umbulmartani, Ngemplak, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;C;Industri Pengolahan;13;Industri tekstil
763;PT Aarti Jaya Velvet Industri;13930;-7,0415831;107,7280421;JL. RAYA LASWI NO 1D RT.001 RW.011, Biru, Majalaya, Kabupaten Bandung, Jawa Barat;JAWA BARAT;32;KABUPATEN BANDUNG;3204;C;Industri Pengolahan;13;Industri tekstil
764;CV 2 Saudara;14111;-0,9281784;100,3666757;Jln. Cisadane no. 19, RT. 003, RW. 003, Alai Parak Kopi, Padang Utara, Kota Padang, Sumatera Barat;SUMATERA BARAT;13;KOTA PADANG;1371;C;Industri Pengolahan;14;Industri Pakaian Jadi
765;PR Afriyanti;14111;-0,4562334;100,396966;JL.LUBUK MATA KUCING, RT.017, Pasar Usang, Padang Panjang Barat, Kota Padang Panjang, Sumatera Barat;SUMATERA BARAT;13;KOTA PADANG PANJANG;1374;C;Industri Pengolahan;14;Industri Pakaian Jadi
766;CV Aa Santa Internasional Tailor;14111;0,5201751;101,4384024;Jl. KH. A Dahlan, Sukajadi, Sukajadi, Kota Pekanbaru, Riau;RIAU;14;KOTA PEKANBARU;1471;C;Industri Pengolahan;14;Industri Pakaian Jadi
767;PR AINI;14111;1,0294625;104,2391406;GG FLAMBOYAN BLOK H TAMAN SURYA INDAH, Teluk Sasah, Seri Kuala Lobam, Kabupaten Bintan, Kepulauan Riau;KEPULAUAN RIAU;21;KABUPATEN BINTAN;2102;C;Industri Pengolahan;14;Industri Pakaian Jadi
768;PT Aceplas Indonesia;14111;1,1147895;104,0598004;Executive Industrial Park, Block C2 No.15, Batam Centre, Belian, Batam Kota, Kota Batam, Kepulauan Riau;KEPULAUAN RIAU;21;KOTA BATAM;2171;C;Industri Pengolahan;14;Industri Pakaian Jadi
769;PT Abadi Dan Jaya Garmindo;14111;-6,7250845;108,4718932;JL.P. SURYA NEGARA NO.63 RT.004/RW.001, PAMIJAHAN, PLUMBON, Kabupaten Cirebon, Jawa Barat;JAWA BARAT;32;KABUPATEN CIREBON;3209;C;Industri Pengolahan;14;Industri Pakaian Jadi
770;PR  SLAMET BASUKI;14111;-7,6167962;110,1149459;Kemiri Sewu RT 001RW 003, Cacaban Lor, Bener, Kabupaten Purworejo, Jawa Tengah;JAWA TENGAH;33;KABUPATEN PURWOREJO;3306;C;Industri Pengolahan;14;Industri Pakaian Jadi
771;PT Abadi Garmindo;14111;-6,8846544;109,4050899;JL. LINGKAR UTARA NO.245 DESA WANAREJAN UTRA, DESA WANAREJAN UTARA, TAMAN, Kabupaten Pemalang, Jawa Tengah;JAWA TENGAH;33;KABUPATEN PEMALANG;3327;C;Industri Pengolahan;14;Industri Pakaian Jadi
772;PR Adikarta Clothing Vendor;14111;-7,8974388;110,2698179;Mirisewu RT 032/RW 010, Ngentakrejo, Lendah, Kulon Progo, Ngentakrejo, Lendah, Kabupaten Kulon Progo, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN KULON PROGO;3401;C;Industri Pengolahan;14;Industri Pakaian Jadi
773;CV Adikarta Group;14111;-7,8974388;110,2698179;MIRISEWU RT 32/RW 10, Ngentakrejo, Lendah, Kabupaten Kulon Progo, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN KULON PROGO;3401;C;Industri Pengolahan;14;Industri Pakaian Jadi
774;PR Adil Plast;14111;-7,8527803;110,2992455;KALIASEM PETUNG BANGUNJIWO KASIHAN BANTUL, BANGUNJIWO, KASIHAN, Kabupaten Bantul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN BANTUL;3402;C;Industri Pengolahan;14;Industri Pakaian Jadi
775;PR Adsa Griya Busana;14111;-7,8702391;110,370378;Kepuhan RT 08, Timbulharjo, Sewon, Bantul, Timbulharjo, Sewon, Kabupaten Bantul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN BANTUL;3402;C;Industri Pengolahan;14;Industri Pakaian Jadi
776;PR Agnes Damayani;14111;-7,8079936;110,3668936;Jl. Mangunegaran Kulon No. 17, Panembahan, Kraton, Kota Yogyakarta, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KOTA YOGYAKARTA;3471;C;Industri Pengolahan;14;Industri Pakaian Jadi
777;PR Abdonia Oktoviana Tefa;14111;-9,8691816;124,6662951;Putun RT/RW. 015/008, Cendana, Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH SELATAN;5304;C;Industri Pengolahan;14;Industri Pakaian Jadi
778;PR Antonia Faot;14111;-9,8550137;124,2949409;OEKAFAN, Oe Kefan, Kota Soe, Kabupaten Timor Tengah Selatan, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN TIMOR TENGAH SELATAN;5304;C;Industri Pengolahan;14;Industri Pakaian Jadi
779;PR Alifah;14111;-3,3059949;118,8595012;lingk.battayang, Banggae, Banggae, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;C;Industri Pengolahan;14;Industri Pakaian Jadi
780;PR Al Shibyan Aspa Roeny Shaleh;14111;-3,5772319;130,8222221;sesar, Sesar, Bula, Kabupaten Seram Bagian Timur, Maluku;MALUKU;81;KABUPATEN SERAM BAGIAN TIMUR;8107;C;Industri Pengolahan;14;Industri Pakaian Jadi
781;PT Akira Klan Bali;14112;-8,6829623;115,1794839;Jl. Gunung Athena Perumahan Bali Griya Residence No. 44, Padangsambian, Denpasar Barat, Kota Denpasar, Bali;BALI;51;KOTA DENPASAR;5171;C;Industri Pengolahan;14;Industri Pakaian Jadi
782;PR Adek Saputra;14120;-1,2187759;100,8564355;JORONG AIE DALIAK, Lolo, Pantai Cermin, Kabupaten Solok, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN SOLOK;1303;C;Industri Pengolahan;14;Industri Pakaian Jadi
783;PR Adrimal;14120;-0,3132513;100,0265432;JL. SURAU KARIANG PULAI, Lubuk Basung, Lubuk Basung, Kabupaten Agam, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN AGAM;1307;C;Industri Pengolahan;14;Industri Pakaian Jadi
784;PR Acep Sutiman;14120;-3,9911395;105,3356424;Desa Berasan Makmur RT/RW.002/004, Berasan Makmur, Tanjung Raya, Kabupaten Mesuji, Lampung;LAMPUNG;18;KABUPATEN MESUJI;1811;C;Industri Pengolahan;14;Industri Pakaian Jadi
785;CV Al-jazira;14120;-2,1400145;106,1428956;JALAN DEPATI HAMZAH, Bacang, Bukitintan, Kota Pangkal Pinang, Kepulauan Bangka Belitung;BANGKA BELITUNG;19;KOTA PANGKAL PINANG;1971;C;Industri Pengolahan;14;Industri Pakaian Jadi
786;CV Alfa Healthy;14120;0,9901088;104,5373558;Jalan Manunggal, KM. 26, Toapaya Asri, Toapaya, Kabupaten Bintan, Kepulauan Riau;KEPULAUAN RIAU;21;KABUPATEN BINTAN;2102;C;Industri Pengolahan;14;Industri Pakaian Jadi
787;PR Adi Anggoro;14120;-7,7255013;110,3307452;DANEN RT.004 RW.029, Sumberadi, Mlati, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;C;Industri Pengolahan;14;Industri Pakaian Jadi
788;PR Abd Rokhim;14120;-7,5952812;112,1981637;Dusun Godong, Godong, Gudo, Kabupaten Jombang, Jawa Timur;JAWA TIMUR;35;KABUPATEN JOMBANG;3517;C;Industri Pengolahan;14;Industri Pakaian Jadi
789;CV Abbasy Megah Karya;14120;-7,6084828;111,5082512;JL. LUMBUNG HIDUP NO 20 RT 012 RW 004, NGEGONG, MANGUHARJO, Kota Madiun, Jawa Timur;JAWA TIMUR;35;KOTA MADIUN;3577;C;Industri Pengolahan;14;Industri Pakaian Jadi
790;CV Adhwa Swara Abadi;14120;-6,0363917;106,0686594;Link. Sambirata Gang Salak NO 120 RT 006 RW 003 Cibeber Cilegon, Cibeber, Cibeber, Kota Cilegon, Banten;BANTEN;36;KOTA CILEGON;3672;C;Industri Pengolahan;14;Industri Pakaian Jadi
791;PR Anugerah Peri;14120;-8,6747921;115,1693173;JL. INTAN PERMAI, PERUM. DARMA SANTI NO. 24, Kerobokan  Kelod, Kuta Utara, Kabupaten Badung, Bali;BALI;51;KABUPATEN BADUNG;5103;C;Industri Pengolahan;14;Industri Pakaian Jadi
792;PT Adrift Bali Indonesia;14120;-8,6629421;115,1756827;JALAN GUNUNG SALAK NO.40, PADANG SAMBIAN, DENPASAR BARAT, Kota Denpasar, Bali;BALI;51;KOTA DENPASAR;5171;C;Industri Pengolahan;14;Industri Pakaian Jadi
793;PR Agatha Nanika;14120;0,0781049;111,6302998;Jalan lintas putusibau, Kebong, Kelam Permai, Kabupaten Sintang, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN SINTANG;6107;C;Industri Pengolahan;14;Industri Pakaian Jadi
794;PR Agus Listyaningsih;14120;-3,6143105;114,7944305;Desa Martadah Baru RT. 09 RW. 03, Martadah Baru, Tambang Ulang, Kabupaten Tanah Laut, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN TANAH LAUT;6301;C;Industri Pengolahan;14;Industri Pakaian Jadi
795;CV Abraham Pratama;14120;-3,4174925;114,8528722;JALAN PERWIRA NOMOR 27, Jawa, Martapura, Kabupaten Banjar, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN BANJAR;6303;C;Industri Pengolahan;14;Industri Pakaian Jadi
796;PR Akram;14120;-2,9339223;115,1499863;Pasar Raya Rantau, Rantau Kanan, Tapin Utara, Kabupaten Tapin, Kalimantan Selatan;KALIMANTAN SELATAN;63;KABUPATEN TAPIN;6305;C;Industri Pengolahan;14;Industri Pakaian Jadi
797;PR Achmad Syaukani;14120;2,8336439;117,3802292;JL GELATIK, Tanjung Selor Hilir, Tanjung Selor, Kabupaten Bulungan, Kalimantan Utara;KALIMANTAN UTARA;65;KABUPATEN BULUNGAN;6502;C;Industri Pengolahan;14;Industri Pakaian Jadi
798;UD Anugerah Taylor;14120;1,4211089;125,1021201;"Lingkungan III, RT. 001, RW. 003, Manembo-nembo
Tengah, Matuari, Kota Bitung, Sulawesi Utara";SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;14;Industri Pakaian Jadi
799;PR Ahmad Hidayat;14120;-0,9580147;119,9078041;Jalan Tambuli RT 10, Lolu, Sigi Biromaru, Kabupaten Sigi, Sulawesi Tengah;SULAWESI TENGAH;72;KABUPATEN SIGI;7210;C;Industri Pengolahan;14;Industri Pakaian Jadi
800;PR Asikin;14120;-0,9002915;119,8779987;Jl. Tg. Santigi No 2, Lolu Selatan, Palu Timur, Kota Palu, Sulawesi Tengah;SULAWESI TENGAH;72;KOTA PALU;7271;C;Industri Pengolahan;14;Industri Pakaian Jadi
801;CV Alfa Jaya Taylor;14120;0,633859;122,9860159;Lingkungan Jaya, Hepuhulawa, Limboto, Kabupaten Gorontalo, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO;7502;C;Industri Pengolahan;14;Industri Pakaian Jadi
802;CV Cv.fadjar Terbangun;14120;0,626943;122,9816847;jln Ahmad wahab, Kayubulan, Limboto, Kabupaten Gorontalo, Gorontalo;GORONTALO;75;KABUPATEN GORONTALO;7502;C;Industri Pengolahan;14;Industri Pakaian Jadi
803;PR Adam Maqbul;14120;-3,5491838;118,9532774;lingk.garo'go selatan, Baru, Banggae, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;C;Industri Pengolahan;14;Industri Pakaian Jadi
804;PR Alex;14120;-3,541492;118,9732411;lingk.tundaq, Labuang Utara, Banggae Timur, Kabupaten Majene, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN MAJENE;7601;C;Industri Pengolahan;14;Industri Pakaian Jadi
805;PR Aini Taylor;14120;-3,412157;119,3181046;Jl.K.H Wahid Hasyim, Pekkabata, Polewali, Kabupaten Polewali Mandar, Sulawesi Barat;SULAWESI BARAT;76;KABUPATEN POLEWALI MANDAR;7602;C;Industri Pengolahan;14;Industri Pakaian Jadi
806;PR Ahzan Faisal;14120;-2,6886829;118,868757;"Simboro, Simboro, Simboro dan
Kepulauan, Kabupaten Mamuju, Sulawesi Barat";SULAWESI BARAT;76;KABUPATEN MAMUJU;7604;C;Industri Pengolahan;14;Industri Pakaian Jadi
807;CV andiva;14120;-2,5603966;140,6689995;KOMP, BTN AL ENTROP, Entrop, Jayapura Selatan, Kota Jayapura, Papua;PAPUA;94;KOTA JAYAPURA;9471;C;Industri Pengolahan;14;Industri Pakaian Jadi
808;PR Afri Yeni;14131;-0,8012718;100,6575182;Jl. Nurul Falah No.71 Jorong Gelanggang Tangah Selayo, Selayo, Kubung, Kabupaten Solok, Sumatera Barat;SUMATERA BARAT;13;KABUPATEN SOLOK;1303;C;Industri Pengolahan;14;Industri Pakaian Jadi
809;CV AA Dinamic Grup;14131;-6,421601;107,5061393;KP CISEUREUH RT006 RW002, Cibodas, Bungursari, Kabupaten Purwakarta, Jawa Barat;JAWA BARAT;32;KABUPATEN PURWAKARTA;3214;C;Industri Pengolahan;14;Industri Pakaian Jadi
810;PR Ahmad Nurhabib;14131;-7,8320028;110,4431611;Karangasem, Muntuk, Dlingo, Kabupaten Bantul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN BANTUL;3402;C;Industri Pengolahan;14;Industri Pakaian Jadi
811;PT Adi Satria Abadi;14132;-7,7555536;110,4560006;Ds. Sidokerto Kel. Purwomartani Kec. Kalasan Kab/Kota. kab Sleman Provinsi Daerah Istimewa Yogyakarta, Purwomartani, Kalasan, Kabupaten Sleman, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN SLEMAN;3404;C;Industri Pengolahan;14;Industri Pakaian Jadi
812;PR Asmaini;14302;3,9691684;97,3422037;Dusun Buntul Kemiyan, Sere, Blangkejeren, Kabupaten Gayo Lues, Nangroe Aceh Darussalam;ACEH;11;KABUPATEN GAYO LUES;1113;C;Industri Pengolahan;14;Industri Pakaian Jadi
813;PT Adi Satria Abadi;15112;-7,8552192;110,428851;DS. BANYAKAN, SITIMULYO, PIYUNGAN, BANTUL YOGYAKARTA, SITIMULYO, PIYUNGAN, Kabupaten Bantul, DI Yogyakarta;DAERAH ISTIMEWA YOGYAKARTA;34;KABUPATEN BANTUL;3402;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
814;PR Al Matte;15121;-5,8274134;105,7750657;dusun sumur induk RT/RW 001/001 desa sumur kecamatan ketapang, Sumur, Ketapang, Kabupaten Lampung Selatan, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG SELATAN;1803;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
815;PT Aae Outdoor Indonesia;15121;-6,8702246;108,9857483;Gedung Panorama Jl. Raya Bangsri, Bangsri, Bulakamba, Kabupaten Brebes, Jawa Tengah;JAWA TENGAH;33;KABUPATEN BREBES;3329;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
816;PR Akaethnic;15121;-8,5684208;115,1678636;Br. Batursari Mengwitani Kec. Mengwi, Mengwitani, Mengwi, Kabupaten Badung, Bali;BALI;51;KABUPATEN BADUNG;5103;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
817;PR Adelina Y. P. Benu;15121;-10,1018123;123,8801952;MANUSAK, Manusak, Kupang Timur, Kabupaten Kupang, Nusa Tenggara Timur;NUSA TENGGARA TIMUR;53;KABUPATEN KUPANG;5303;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
818;"PR Andarianto	Puji	Suro";15129;-3,3868042;112,5359778;JL. BUDI UTOMO, Kuala Pembuang  II, Seruyan Hilir, Kabupaten Seruyan, Kalimantan Tengah;KALIMANTAN TENGAH;62;KABUPATEN SERUYAN;6208;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
819;CV 3 Mutiara Company;15201;-6,1315;106,7066;JLN. 20 DESEMBER NO 40, PEGADUNGAN, KALIDERES, Kota Jakarta Barat, DKI Jakarta;DKI JAKARTA;31;KOTA JAKARTA BARAT;3174;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
820;CV  Anugrah Karya;15201;-6,9941088;110,4448294;Jl Badak V No.2, Pandean Lamper, Gayamsari, Kota Semarang, Jawa Tengah;JAWA TENGAH;33;KOTA SEMARANG;3374;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
821;PR Abd. Ghoni;15201;-7,5228715;112,438087;dusun pesantren RT. 12 RW. 05, Medali, Puri, Kabupaten Mojokerto, Jawa Timur;JAWA TIMUR;35;KABUPATEN MOJOKERTO;3516;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
822;PR ABDUL KHALIM;15201;-7,490505;112,421187;JL. RAYA SURODINAWAN NO.169,KEL. SURODINAWAN,KEC. PRAJURITKULON,KOTA MOJOKERTO,PROV JAWATIMUR, Prajuritkulon, Prajuritkulon, Kota Mojokerto, Jawa Timur;JAWA TIMUR;35;KOTA MOJOKERTO;3576;C;Industri Pengolahan;15;Industri Kulit, Barang dari Kulit dan Alas Kaki
823;PT ALAM PERMATA RIAU;16101;0,4171286;101,5025458;JL. Persawahan / Pasir Putih, Desa Baru, Siak Hulu, Kabupaten Kampar, Riau;RIAU;14;KABUPATEN KAMPAR;1406;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
824;PT Agung Jayaraya Indonesia;16101;-5,0643859;105,1997549;JALAN BUMI RAHAYU DUSUN V SIDOBANGUN, BUMI RATU NUBAN, BUMI RATU, Kabupaten Lampung Tengah, Lampung;LAMPUNG;18;KABUPATEN LAMPUNG TENGAH;1805;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
825;PT BINTUNI UTAMA MURNI WOOD INDUSTRIES;16101;-2,4724287;133,5510816;PULAU AMUTU BESAR, Babo, Babo, Kabupaten Teluk Bintuni, Papua Barat;PAPUA BARAT;91;KABUPATEN TELUK BINTUNI;9104;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
826;CV Anugerah Rimba Papua;16101;-0,9371036;131,3247296;JL. PETROCINA KLALIN VI, Warmon, Aimas, Kabupaten Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG;9202;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
827;PT Henrison Iriana;16101;-1,0045387;131,2475393;JL. Arar, Kampung Arar, Mayamuk, Kabupaten Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG;9202;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
828;CV Karya Bersama Papua;16101;-0,9371036;131,3247296;JL. PETROCINA RT.03 RW.02, MALAWELE, AIMAS, Kabupaten Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG;9202;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
829;PT  Wana Cahaya Nugraha;16211;-7,9931479;113,2517701;Jl Raya Klakah RT.002 RW.010, Mlawang, Klakah, Kabupaten Lumajang, Jawa Timur;JAWA TIMUR;35;KABUPATEN LUMAJANG;3508;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
830;PT Bade Makmur Orissa;16211;-6,57114;140,338699;Desa Getentiri, , JAIR, Kabupaten Merauke, Papua Selatan;PAPUA SELATAN;95;KABUPATEN MARAUKE;9501;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
831;PT Adi Maha Karya;16214;-6,3007148;106,5167354;kp rancadulang no 29 rt 007 rw 002, ranca iyuh, panongan, Kabupaten Tangerang, Banten;BANTEN;36;KABUPATEN TANGERANG;3603;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
832;PT KORINDO ABADI;16214;-6,6732701;140,3688312;Jl. Gerbang Makmur No. 01 Kampung Asiki Distrik Jair Kabupaten Boven Digoel, ASIKI, JAIR, Kabupaten Boven Digoel, Papua Selatan;PAPUA SELATAN;95;KABUPATEN BOVEN DIGOEL;9502;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
833;PR Abdul Rahim;16221;2,1605434;100,0471549;DUSUN SIDODADI N, Kampung Padang, Pangkatan, Kabupaten Labuhanbatu, Sumatera Utara;SUMATERA UTARA;12;KABUPATEN LABUHAN BATU;1207;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
834;PR Ali Topan;16221;-8,3203486;116,1889414;DUSUN KARANG JURANG, Genggelang, Gangga, Kabupaten Lombok Utara, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KABUPATEN LOMBOK UTARA;5208;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
835;PR Ahmadin;16221;-8,4845729;118,7649835;Lewiloa RT. 008/RW. 003, Rabadompu Timur, Raba, Kota Bima, Nusa Tenggara Barat;NUSA TENGGARA BARAT;52;KOTA BIMA;5272;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
836;PR Arifin Turang;16221;1,4701523;125,1997339;Lingkungan IV, Winenet Satu, Aertembaga, Kota Bitung, Sulawesi Utara;SULAWESI UTARA;71;KOTA BITUNG;7172;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
837;PR Abd. Jalil;16221;-3,822092;119,5136711;Pallameang, Pallameang, Matirro Sompe, Kabupaten Pinrang, Sulawesi Selatan;SULAWESI SELATAN;73;KABUPATEN PINRANG;7315;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
838;CV Prima Papua;16221;-0,9371036;131,3247296;Jln.Petrochina Klalin VI No.22, Warmon, Aimas, Kabupaten Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG;9202;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
839;CV Sorong Timber Irian;16221;-0,9371036;131,3247296;JL. PETRO CHINA, MALAGUSA, AIMAS, Kabupaten Sorong, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG;9202;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
840;CV Alco Timber Irian;16221;-1,4927248;132,2424768;KAMPUNG BUMI AJO, BUMI AJO, MOSWAREN, Kabupaten Sorong Selatan, Papua Barat Daya;PAPUA BARAT DAYA;92;KABUPATEN SORONG SELATAN;9203;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
841;PR Daniel Jusuf Maramis;16221;-1,8776344;136,2304402;Jl. Maluku, Anatorei, Anotaurei, Kabupaten Kepulauan Yapen, Papua;PAPUA;94;KABUPATEN KEPULAUAN YAPEN;9408;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
842;PT Alam Riau Bertuah;16230;0,3974234;101,4197205;Simpang Kambing RT.002 RW.002, Teratak Buluh, Siak Hulu, Kabupaten Kampar, Riau;RIAU;14;KABUPATEN KAMPAR;1406;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
843;PR A. A. Istri Dwi Candra Ningrum;16291;-8,4419445;115,3554271;LING/BR.BRAHMANA BUKIT, Cempaga, Bangli, Kabupaten Bangli, Bali;BALI;51;KABUPATEN BANGLI;5106;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
844;PR Aleksander Joko;16291;0,2727482;109,9615952;dusun semata, Temiang Sawi, Ngabang, Kabupaten Landak, Kalimantan Barat;KALIMANTAN BARAT;61;KABUPATEN LANDAK;6103;C;Industri Pengolahan;16;Industri Kayu, Barang dari Kayu dan Gabus (Tidak Termasuk Furnitur) dan Barang Anyaman dari Bambu, Rotan dan Sejenisnya
